ollama-1  | 2026-09-07T12:18:18.565176545Z Couldn't find '/root/.ollama/id_ed25519'. Generating new private key.
ollama-1  | 2026-09-07T12:18:18.566687753Z Your new public key is: 
ollama-1  | 2026-09-07T12:18:18.566701420Z 
ollama-1  | 2026-09-07T12:18:18.566703212Z ssh-ed25519 AAAAC3NzaC1lZDI1NTE5AAAAIMuIpvg9hx+bYvFJVHll2MlO4uRVIgLHS6BmV3U2EbEa
ollama-1  | 2026-09-07T12:18:18.566704170Z 
ollama-1  | 2026-09-07T12:18:18.574229712Z time=2026-09-07T12:18:18.572Z level=INFO source=routes.go:1961 msg="server config" env="map[CUDA_VISIBLE_DEVICES: GGML_VK_VISIBLE_DEVICES: GPU_DEVICE_ORDINAL: HIP_VISIBLE_DEVICES: HSA_OVERRIDE_GFX_VERSION: HTTPS_PROXY: HTTP_PROXY: LLAMA_ARG_FIT: LLAMA_ARG_FIT_TARGET: NO_PROXY: OLLAMA_CONTEXT_LENGTH:0 OLLAMA_DEBUG:INFO OLLAMA_DEBUG_LOG_REQUESTS:false OLLAMA_EDITOR: OLLAMA_FLASH_ATTENTION:false OLLAMA_GO_TEMPLATE:true OLLAMA_GPU_OVERHEAD:0 OLLAMA_HOST:http://0.0.0.0:11434 OLLAMA_IGPU_ENABLE: OLLAMA_KEEP_ALIVE:5m0s OLLAMA_KV_CACHE_TYPE: OLLAMA_LLM_LIBRARY: OLLAMA_LOAD_TIMEOUT:5m0s OLLAMA_MAX_LOADED_MODELS:0 OLLAMA_MAX_QUEUE:512 OLLAMA_MAX_TRANSFER_STREAMS:4 OLLAMA_MODELS:/root/.ollama/models OLLAMA_NOHISTORY:false OLLAMA_NOPRUNE:false OLLAMA_NO_CLOUD:false OLLAMA_NUM_PARALLEL:1 OLLAMA_ORIGINS:[http://localhost https://localhost http://localhost:* https://localhost:* http://127.0.0.1 https://127.0.0.1 http://127.0.0.1:* https://127.0.0.1:* http://0.0.0.0 https://0.0.0.0 http://0.0.0.0:* https://0.0.0.0:* app://* file://* tauri://* vscode-webview://* vscode-file://*] OLLAMA_REMOTES:[ollama.com] OLLAMA_SCHED_SPREAD:false OLLAMA_VULKAN:true ROCR_VISIBLE_DEVICES: http_proxy: https_proxy: no_proxy:]"
ollama-1  | 2026-09-07T12:18:18.574245128Z time=2026-09-07T12:18:18.574Z level=INFO source=routes.go:1963 msg="Ollama cloud disabled: false"
ollama-1  | 2026-09-07T12:18:18.574703087Z time=2026-09-07T12:18:18.574Z level=INFO source=images.go:883 msg="total blobs: 0"
ollama-1  | 2026-09-07T12:18:18.574706378Z time=2026-09-07T12:18:18.574Z level=INFO source=images.go:890 msg="total unused blobs removed: 0"
ollama-1  | 2026-09-07T12:18:18.574906045Z time=2026-09-07T12:18:18.574Z level=INFO source=routes.go:2023 msg="Listening on [::]:11434 (version 0.31.1)"
ollama-1  | 2026-09-07T12:18:18.575975795Z time=2026-09-07T12:18:18.575Z level=INFO source=model_list_cache.go:111 msg="model list cache hydration complete" models=0 failures=0 elapsed=816.917µs
ollama-1  | 2026-09-07T12:18:18.590674378Z time=2026-09-07T12:18:18.590Z level=INFO source=runner.go:60 msg="discovering available GPUs..."
ollama-1  | 2026-09-07T12:18:18.751859087Z time=2026-09-07T12:18:18.751Z level=INFO source=types.go:50 msg="inference compute" id=cpu library=cpu compute="" name=cpu description=cpu libdirs=ollama driver="" pci_id="" type="" total="9.7 GiB" available="9.6 GiB"
ollama-1  | 2026-09-07T12:18:18.751879254Z time=2026-09-07T12:18:18.751Z level=INFO source=routes.go:2073 msg="vram-based default context" total_vram="0 B" default_num_ctx=4096
ollama-1  | 2026-09-07T12:18:19.053070420Z time=2026-09-07T12:18:19.053Z level=INFO source=model_recommendations.go:177 msg="model recommendations cache sleep scheduled" wait=3h19m29.85362233s consecutive_failures=0
ollama-1  | 2026-09-07T12:18:28.438398383Z [GIN] 2026/09/07 - 12:18:28 | 200 |     145.291µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:28:44.907377793Z [GIN] 2026/09/07 - 12:28:44 | 200 |     142.041µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:28:44.907553918Z [GIN] 2026/09/07 - 12:28:44 | 200 |       303.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:28:55.006376881Z [GIN] 2026/09/07 - 12:28:55 | 200 |     142.875µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:28:55.009223840Z [GIN] 2026/09/07 - 12:28:55 | 200 |      2.5115ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:29:05.050761636Z [GIN] 2026/09/07 - 12:29:05 | 200 |      78.583µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:29:05.051040178Z [GIN] 2026/09/07 - 12:29:05 | 200 |     120.375µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:29:15.125744793Z [GIN] 2026/09/07 - 12:29:15 | 200 |     527.083µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:29:15.127739418Z [GIN] 2026/09/07 - 12:29:15 | 200 |     901.542µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:29:25.186658715Z [GIN] 2026/09/07 - 12:29:25 | 200 |       82.25µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:29:25.186984215Z [GIN] 2026/09/07 - 12:29:25 | 200 |     149.708µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:29:35.253911386Z [GIN] 2026/09/07 - 12:29:35 | 200 |      71.916µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:29:35.254245178Z [GIN] 2026/09/07 - 12:29:35 | 200 |     239.625µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:29:45.354011252Z [GIN] 2026/09/07 - 12:29:45 | 200 |     125.167µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:29:45.354448835Z [GIN] 2026/09/07 - 12:29:45 | 200 |     283.292µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:29:55.439142798Z [GIN] 2026/09/07 - 12:29:55 | 200 |     150.625µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:29:55.439641048Z [GIN] 2026/09/07 - 12:29:55 | 200 |     297.875µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:30:05.519686720Z [GIN] 2026/09/07 - 12:30:05 | 200 |     109.375µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:30:05.520011095Z [GIN] 2026/09/07 - 12:30:05 | 200 |     269.208µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:30:15.604832044Z [GIN] 2026/09/07 - 12:30:15 | 200 |     141.166µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:30:15.605511627Z [GIN] 2026/09/07 - 12:30:15 | 200 |     430.666µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:30:25.677048090Z [GIN] 2026/09/07 - 12:30:25 | 200 |      90.417µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:30:25.677423965Z [GIN] 2026/09/07 - 12:30:25 | 200 |     210.667µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:30:35.727915303Z [GIN] 2026/09/07 - 12:30:35 | 200 |      31.084µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:30:35.728126720Z [GIN] 2026/09/07 - 12:30:35 | 200 |     133.417µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:30:45.826323544Z [GIN] 2026/09/07 - 12:30:45 | 200 |     364.166µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:30:45.826724710Z [GIN] 2026/09/07 - 12:30:45 | 200 |     347.125µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:30:55.864034715Z [GIN] 2026/09/07 - 12:30:55 | 200 |      221.75µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:30:55.864359298Z [GIN] 2026/09/07 - 12:30:55 | 200 |     193.125µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:31:05.930157512Z [GIN] 2026/09/07 - 12:31:05 | 200 |     236.125µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:31:05.931063678Z [GIN] 2026/09/07 - 12:31:05 | 200 |     301.625µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:31:16.004552169Z [GIN] 2026/09/07 - 12:31:16 | 200 |     189.417µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:31:16.005025127Z [GIN] 2026/09/07 - 12:31:16 | 200 |     350.708µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:31:26.092153674Z [GIN] 2026/09/07 - 12:31:26 | 200 |     258.375µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:31:26.093705090Z [GIN] 2026/09/07 - 12:31:26 | 200 |     705.958µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:31:36.160726512Z [GIN] 2026/09/07 - 12:31:36 | 200 |      91.167µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:31:36.161091970Z [GIN] 2026/09/07 - 12:31:36 | 200 |     225.167µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:31:46.243437502Z [GIN] 2026/09/07 - 12:31:46 | 200 |     147.291µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:31:46.243936711Z [GIN] 2026/09/07 - 12:31:46 | 200 |      314.25µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:31:56.301825715Z [GIN] 2026/09/07 - 12:31:56 | 200 |      94.792µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:31:56.302084965Z [GIN] 2026/09/07 - 12:31:56 | 200 |     209.166µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:32:06.368053803Z [GIN] 2026/09/07 - 12:32:06 | 200 |       86.25µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:32:06.368389762Z [GIN] 2026/09/07 - 12:32:06 | 200 |     199.084µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:32:16.430375794Z [GIN] 2026/09/07 - 12:32:16 | 200 |      213.75µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:32:16.430925961Z [GIN] 2026/09/07 - 12:32:16 | 200 |     306.166µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:32:26.494583799Z [GIN] 2026/09/07 - 12:32:26 | 200 |     106.541µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:32:26.495002132Z [GIN] 2026/09/07 - 12:32:26 | 200 |     197.459µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:32:36.548080804Z [GIN] 2026/09/07 - 12:32:36 | 200 |       34.25µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:32:36.548476887Z [GIN] 2026/09/07 - 12:32:36 | 200 |     188.208µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:32:46.621418877Z [GIN] 2026/09/07 - 12:32:46 | 200 |     185.459µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:32:46.621740377Z [GIN] 2026/09/07 - 12:32:46 | 200 |     296.875µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:32:56.676683007Z [GIN] 2026/09/07 - 12:32:56 | 200 |      80.834µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:32:56.677114299Z [GIN] 2026/09/07 - 12:32:56 | 200 |       214.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:33:06.741544095Z [GIN] 2026/09/07 - 12:33:06 | 200 |      28.917µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:33:06.741745679Z [GIN] 2026/09/07 - 12:33:06 | 200 |     105.333µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:33:16.816937502Z [GIN] 2026/09/07 - 12:33:16 | 200 |     187.458µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:33:16.817360294Z [GIN] 2026/09/07 - 12:33:16 | 200 |         312µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:33:26.945525882Z [GIN] 2026/09/07 - 12:33:26 | 200 |     158.209µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:33:26.946384299Z [GIN] 2026/09/07 - 12:33:26 | 200 |     386.125µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:33:37.121534512Z [GIN] 2026/09/07 - 12:33:37 | 200 |       38.75µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:33:37.121944179Z [GIN] 2026/09/07 - 12:33:37 | 200 |     238.166µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:33:47.311768753Z [GIN] 2026/09/07 - 12:33:47 | 200 |         510µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:33:47.315127294Z [GIN] 2026/09/07 - 12:33:47 | 200 |     1.92625ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:33:57.430109174Z [GIN] 2026/09/07 - 12:33:57 | 200 |      71.459µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:33:57.438501549Z [GIN] 2026/09/07 - 12:33:57 | 200 |     363.292µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:34:07.577907346Z [GIN] 2026/09/07 - 12:34:07 | 200 |     257.083µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:34:07.578113387Z [GIN] 2026/09/07 - 12:34:07 | 200 |     860.375µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:34:17.672075170Z [GIN] 2026/09/07 - 12:34:17 | 200 |      30.208µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:34:17.673509503Z [GIN] 2026/09/07 - 12:34:17 | 200 |       375.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:34:27.746458549Z [GIN] 2026/09/07 - 12:34:27 | 200 |     222.666µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:34:27.747211549Z [GIN] 2026/09/07 - 12:34:27 | 200 |     482.625µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:34:37.810591137Z [GIN] 2026/09/07 - 12:34:37 | 200 |      119.75µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:34:37.811128596Z [GIN] 2026/09/07 - 12:34:37 | 200 |      257.75µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:34:47.850973836Z [GIN] 2026/09/07 - 12:34:47 | 200 |     119.709µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:34:47.851294920Z [GIN] 2026/09/07 - 12:34:47 | 200 |     242.208µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:34:57.940359299Z [GIN] 2026/09/07 - 12:34:57 | 200 |     157.333µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:34:57.942611591Z [GIN] 2026/09/07 - 12:34:57 | 200 |    1.980542ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:35:07.997260054Z [GIN] 2026/09/07 - 12:35:07 | 200 |      37.083µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:35:07.997569429Z [GIN] 2026/09/07 - 12:35:07 | 200 |          93µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:35:18.059271836Z [GIN] 2026/09/07 - 12:35:18 | 200 |     107.917µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:35:18.059560295Z [GIN] 2026/09/07 - 12:35:18 | 200 |     168.084µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:35:28.125101508Z [GIN] 2026/09/07 - 12:35:28 | 200 |      21.625µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:35:28.125363008Z [GIN] 2026/09/07 - 12:35:28 | 200 |     109.792µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:35:38.175754013Z [GIN] 2026/09/07 - 12:35:38 | 200 |      38.833µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:35:38.175933138Z [GIN] 2026/09/07 - 12:35:38 | 200 |          96µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:35:48.240166503Z [GIN] 2026/09/07 - 12:35:48 | 200 |      87.542µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:35:48.240555753Z [GIN] 2026/09/07 - 12:35:48 | 200 |     180.375µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:35:58.291887925Z [GIN] 2026/09/07 - 12:35:58 | 200 |      20.833µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:35:58.292198716Z [GIN] 2026/09/07 - 12:35:58 | 200 |         174µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:36:08.344943096Z [GIN] 2026/09/07 - 12:36:08 | 200 |        32.5µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:36:08.345148846Z [GIN] 2026/09/07 - 12:36:08 | 200 |      86.042µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:36:18.404554545Z [GIN] 2026/09/07 - 12:36:18 | 200 |      94.584µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:36:18.404850420Z [GIN] 2026/09/07 - 12:36:18 | 200 |     231.625µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:36:28.451675675Z [GIN] 2026/09/07 - 12:36:28 | 200 |      29.917µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:36:28.451893050Z [GIN] 2026/09/07 - 12:36:28 | 200 |     113.625µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:36:38.520868096Z [GIN] 2026/09/07 - 12:36:38 | 200 |      77.667µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:36:38.521220429Z [GIN] 2026/09/07 - 12:36:38 | 200 |         189µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:36:48.615283003Z [GIN] 2026/09/07 - 12:36:48 | 200 |     129.833µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:36:48.615606170Z [GIN] 2026/09/07 - 12:36:48 | 200 |         351µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:36:58.653748591Z [GIN] 2026/09/07 - 12:36:58 | 200 |      28.708µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:36:58.653958841Z [GIN] 2026/09/07 - 12:36:58 | 200 |      92.959µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:37:08.734061513Z [GIN] 2026/09/07 - 12:37:08 | 200 |     530.708µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:37:08.734823221Z [GIN] 2026/09/07 - 12:37:08 | 200 |     915.625µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:37:18.791994962Z [GIN] 2026/09/07 - 12:37:18 | 200 |      33.042µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:37:18.792190253Z [GIN] 2026/09/07 - 12:37:18 | 200 |     103.125µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:37:28.897119967Z [GIN] 2026/09/07 - 12:37:28 | 200 |     145.125µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:37:28.898533675Z [GIN] 2026/09/07 - 12:37:28 | 200 |    1.115084ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:37:38.404504596Z time=2026-09-07T12:37:38.403Z level=INFO source=download.go:376 msg="633fc5be925f part 5 stalled; retrying. If this persists, press ctrl-c to exit, then 'ollama pull' to find a faster connection."
ollama-1  | 2026-09-07T12:37:38.948960721Z [GIN] 2026/09/07 - 12:37:38 | 200 |      51.208µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:37:38.949244013Z [GIN] 2026/09/07 - 12:37:38 | 200 |      175.75µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:37:48.992341253Z [GIN] 2026/09/07 - 12:37:48 | 200 |         131µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:37:48.992743837Z [GIN] 2026/09/07 - 12:37:48 | 200 |     233.208µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:37:59.032170508Z [GIN] 2026/09/07 - 12:37:59 | 200 |      94.458µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:37:59.032558008Z [GIN] 2026/09/07 - 12:37:59 | 200 |     194.542µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:38:09.065866596Z [GIN] 2026/09/07 - 12:38:09 | 200 |      44.292µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:38:09.066029805Z [GIN] 2026/09/07 - 12:38:09 | 200 |      76.333µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:38:19.113610670Z [GIN] 2026/09/07 - 12:38:19 | 200 |      638.75µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:38:19.116025587Z [GIN] 2026/09/07 - 12:38:19 | 200 |     738.459µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:38:29.156408092Z [GIN] 2026/09/07 - 12:38:29 | 200 |       21.75µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:38:29.156621550Z [GIN] 2026/09/07 - 12:38:29 | 200 |      97.709µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:38:39.214442471Z [GIN] 2026/09/07 - 12:38:39 | 200 |      121.25µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:38:39.214761763Z [GIN] 2026/09/07 - 12:38:39 | 200 |     219.166µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:38:49.266222420Z [GIN] 2026/09/07 - 12:38:49 | 200 |      79.084µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:38:49.266633462Z [GIN] 2026/09/07 - 12:38:49 | 200 |     192.291µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:38:59.315376383Z [GIN] 2026/09/07 - 12:38:59 | 200 |      39.167µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:38:59.315709800Z [GIN] 2026/09/07 - 12:38:59 | 200 |         113µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:39:09.385461097Z [GIN] 2026/09/07 - 12:39:09 | 200 |     124.667µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:39:09.385818805Z [GIN] 2026/09/07 - 12:39:09 | 200 |     227.792µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:39:19.496214295Z [GIN] 2026/09/07 - 12:39:19 | 200 |    1.030791ms |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:39:19.496686795Z [GIN] 2026/09/07 - 12:39:19 | 200 |     291.167µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:39:29.551566217Z [GIN] 2026/09/07 - 12:39:29 | 200 |        94.5µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:39:29.551935634Z [GIN] 2026/09/07 - 12:39:29 | 200 |     206.292µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:39:39.601600263Z [GIN] 2026/09/07 - 12:39:39 | 200 |      22.334µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:39:39.603805805Z [GIN] 2026/09/07 - 12:39:39 | 200 |    1.703833ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:39:49.674015004Z [GIN] 2026/09/07 - 12:39:49 | 200 |     100.541µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:39:49.674422087Z [GIN] 2026/09/07 - 12:39:49 | 200 |      286.75µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:39:59.755629259Z [GIN] 2026/09/07 - 12:39:59 | 200 |      31.375µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:39:59.755947050Z [GIN] 2026/09/07 - 12:39:59 | 200 |     167.208µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:40:09.833777138Z [GIN] 2026/09/07 - 12:40:09 | 200 |     185.417µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:40:09.834232805Z [GIN] 2026/09/07 - 12:40:09 | 200 |     274.375µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:40:19.879855421Z [GIN] 2026/09/07 - 12:40:19 | 200 |      29.416µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:40:19.880083254Z [GIN] 2026/09/07 - 12:40:19 | 200 |     107.542µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:40:29.944327800Z [GIN] 2026/09/07 - 12:40:29 | 200 |     173.583µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:40:29.944721967Z [GIN] 2026/09/07 - 12:40:29 | 200 |     253.041µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:40:39.998728347Z [GIN] 2026/09/07 - 12:40:39 | 200 |      46.375µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:40:39.999139513Z [GIN] 2026/09/07 - 12:40:39 | 200 |     202.125µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:40:50.072440629Z [GIN] 2026/09/07 - 12:40:50 | 200 |     154.459µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:40:50.072944504Z [GIN] 2026/09/07 - 12:40:50 | 200 |     326.917µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:40:54.406655256Z time=2026-09-07T12:40:54.405Z level=INFO source=download.go:376 msg="633fc5be925f part 5 stalled; retrying. If this persists, press ctrl-c to exit, then 'ollama pull' to find a faster connection."
ollama-1  | 2026-09-07T12:41:00.142825717Z [GIN] 2026/09/07 - 12:41:00 | 200 |      32.917µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:41:00.143004550Z [GIN] 2026/09/07 - 12:41:00 | 200 |     110.583µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:41:10.196009305Z [GIN] 2026/09/07 - 12:41:10 | 200 |     299.458µs |       127.0.0.1 | HEAD     "/"
